TEXT;LANGUAGE;DOMAIN;CLASS;SYSTEM;;
També es va anunciar la primera mort, la d'una dona gran a Durrës. ;CA;CLINICAL;HUMAN;NONE;;
(a) Examinar inicialment de manera voluntària, però si no es produeix en un any o en qualsevol altre període posterior, es farà obligatori ;CA;CLINICAL;HUMAN;NONE;;
La causa etiològica de la grip, la família vírica dels ortomixovírids, fou descoberta inicialment en porcs per Richard Shope el 1931.;CA;CLINICAL;HUMAN;NONE;;
Un desinfectant de mans és un líquid generalment utilitzat per disminuir els agents infecciosos a les mans. ;CA;CLINICAL;HUMAN;NONE;;
Encara que la mortalitat és generalment baixa (al voltant de l'1-4%), el virus pot produir la pèrdua de pes, i un creixement deficient, la qual cosa causa pèrdues econòmiques importants als agricultors.;CA;CLINICAL;HUMAN;NONE;;
A les eleccions presidencials del 2002, després que el candidat del Front Nacional Jean-Marie Le Pen derrotés inesperadament Lionel Jospin a la primera volta, el Partit Socialista tradicionalment oposat ideològicament va encoratjar els seus votants a votar per Jacques Chirac en la segona ronda, atès que preferien qualsevol Le Pen.;CA;CLINICAL;HUMAN;NONE;;
Els objectius de la passada edició van ser: ;CA;CLINICAL;HUMAN;NONE;;
A més de la medicina, els guants mèdics són molt utilitzats en laboratoris químics i bioquímics. ;CA;CLINICAL;HUMAN;NONE;;
"El 25 de març, es va informar d'un tercer cas confirmat; un estudiant bhutanès que havia tornat uns dies enrere del Regne Unit va tenir resultats positius a la prova de COVID-19.";CA;CLINICAL;HUMAN;NONE;;
Aquests individus es classifiquen com a controladors del VIH o no progressors a llarg termini. ;CA;CLINICAL;HUMAN;NONE;;
Els porcs infectats poden arribar a perdre fins a cinc quilograms de pes, en un període de 3 a 4 setmanes.;CA;CLINICAL;HUMAN;NONE;;
El turista nord-americà va ser evacuat cap als Estats Units el 13 de març.;CA;CLINICAL;HUMAN;NONE;;
Una forma especialment greu és la TB disseminada, coneguda també com a «tuberculosi miliar». ;CA;CLINICAL;HUMAN;NONE;;
Tot i que cap vaccí no ha completat els assajos clínics, existeixen diversos projectes en curs. ;CA;CLINICAL;HUMAN;NONE;;
La vacunació actua com un tallafoc en l'expansió de la malaltia fent més lenta o prevenint-ne la posterior transmissió . ;CA;CLINICAL;HUMAN;NONE;;
"""Preparar objectius : """"primer, reduir l'impacte de la malaltia i la mort i, segon, evitar la fractura social""""."" ";CA;CLINICAL;HUMAN;NONE;;
Quan l'epidèmia de coronavirus començà a estendre's a partir de la ciutat xinesa de Wuhan, els hongaresos que vivien a la Xina i volien tornar a Europa van ser repatriats cap a casa a partir de l'aterratge a França. ;CA;CLINICAL;HUMAN;NONE;;
2014: Brot d’Ebola a l’Àfrica occidental;CA;CLINICAL;HUMAN;NONE;;
Dos dies després, el 18 de març, el president de la república portuguesa, Marcelo Rebelo de Sousa, va declarar l'estat d'emergència a tot el territori portuguès amb una durada inicial de quinze dies.;CA;CLINICAL;HUMAN;NONE;;
Evolució dels nous casos confirmats per dia ;CA;CLINICAL;HUMAN;NONE;;
El carbó polvoritzat és un important factor de risc d'explosió de pols, ja que grans quantitats se suspenen en l'aire pel transport del lloc d'emmagatzematge a la planta d'energia. ;CA;CLINICAL;HUMAN;NONE;;
A partir de l'1 de febrer, es van començar a fer controls de temperatura als llocs d'entrada del territori.;CA;CLINICAL;HUMAN;NONE;;
Mentre la contaminació atmosfèrica urbana és un factor que contribueix en les exacerbacions de la malaltia, la seva contribució com a causa del MPOC no està confirmada. ;CA;CLINICAL;HUMAN;NONE;;
Evolució del nombre de persones infectades amb COVID-19 a Timor Oriental;CA;CLINICAL;HUMAN;NONE;;
També es col·locà un cordó sanitarial voltant dels republicans de Miroslav Sládek, quan estaven actius en el Parlament (1992-1998).;CA;CLINICAL;HUMAN;NONE;;
Una agudització de la malaltia pulmonar obstructiva crònica és un augment de la dificultat respiratòria, augmentar de la producció d'esput associat a un canvi en el seu color de clar a verd o groc, o un augment de la tos. ;CA;CLINICAL;HUMAN;NONE;;
"""Pot haver estat la tercera etapa de sífilis, una malaltia llavors comuna dels obstetres que examinaven milers de dones en institucions que proporcionaven assistència mèdica gratuïta, o pot haver estat l'esgotament emocional per excés de treball i l'estrès""""."" ";CA;CLINICAL;HUMAN;NONE;;
La transmissió al nadó sovint es pot evitar administrant tant a la mare com al nen medicació antiretroviral. ;CA;CLINICAL;HUMAN;NONE;;
La infecció pel virus de la immunodeficiència humana (infecció pel VIH) i la síndrome d'immunodeficiència adquirida (sida) és un espectre de malalties causades per la infecció amb el virus de la immunodeficiència humana (VIH). ;CA;CLINICAL;HUMAN;NONE;;
Els nois de quatre anys pujaven per l'interior de les xemeneies, que podien ser tan estretes com 230 mm2.;CA;CLINICAL;HUMAN;NONE;;
La transmissió de dades d'un monitor a una estació de monitoratge a distància es coneix com a telemetria o biotelemetria. ;CA;CLINICAL;HUMAN;NONE;;
Les persones també es poden infectar de malalties respiratòries infeccioses com la grip o el refredat comú, per exemple, si no es renten les mans abans de tocar els ulls, el nas o la boca (és a dir, mucoses). ;CA;CLINICAL;HUMAN;NONE;;
El 16 de març, el govern de Liechtenstein va anunciar i imposar restriccions considerables a la vida social dels ciutadans, com ara a les activitats de lleure, i esdeveniments festius per a frenar l'expansió de l'epidèmia al territori.;CA;CLINICAL;HUMAN;NONE;;
El desgast muscular general que sovint passa amb la MPOC pot ser en part a causa de los mediadors inflamatoris alliberats pels pulmons a la sang. ;CA;CLINICAL;HUMAN;NONE;;
La taxa de mortalitat per grip porcina és inferior al 10% llevat que hi hagi complicacions com el còlera porcí.;CA;CLINICAL;HUMAN;NONE;;
S'utilitzen equips especials segons les diverses formes d'aïllament. ;CA;CLINICAL;HUMAN;NONE;;
El problema principal amb el diagnòstic de la tuberculosi és la dificultat de cultivar aquest organisme de creixement lent al laboratori (pot trigar entre un i tres mesos per un cultiu de sang o esput). ;CA;CLINICAL;HUMAN;NONE;;
Cal remarcar que els bacteris no sempre són eliminats dins el granuloma, sinó que poden esdevenir dorments, resultant en una infecció latent. ;CA;CLINICAL;HUMAN;NONE;;
Cadascuna d'aquestes gotetes pot transmetre la malaltia, car la dosi infecciosa de la tuberculosi és molt baixa i la inhalació d'un sol bacteri ja pot causar una nova infecció. ;CA;CLINICAL;HUMAN;NONE;;
La propagació de la pandèmia per coronavirus de 2019-2020 a Timor Oriental es va confirmar el 21 de març de 2020 amb el cas d'un ciutadà del país.;CA;CLINICAL;HUMAN;NONE;;
El Centre de Control i Prevenció dels EUA recomana l'ús de Tamiflu (Oseltamivir) o Relenza (zanamivir) per al tractament i /o prevenció de la grip, però la majoria de persones infectades amb el virus es recuperen del tot sense necessitat d'atenció mèdica o de medicaments antivirals. ;CA;CLINICAL;HUMAN;NONE;;
A diferència del grau de node que depèn només de la topologia, no obstant això, la centralitat de la percolació té en compte la importància topològica d'un node així com la seva distància respecte dels nodes infectats per decidir la seva importància global. ;CA;CLINICAL;HUMAN;NONE;;
Efectes en la resposta immune ;CA;CLINICAL;HUMAN;NONE;;
Als Estats Units, el subtipus H1N1 va ser exclusivament prevalent entre la població porcina fins al 1998.;CA;CLINICAL;HUMAN;NONE;;
Aquests símptomes es mostren presents per un prolongat període i típicament empitjorar amb el temps. ;CA;CLINICAL;HUMAN;NONE;;
La paradoxa francesa és una frase ganxo que va aparèixer a finals dels 80, que resumeix l'observació epidemiologica aparentment paradoxal de que les persones franceses tenen una incidència relativament baixa de malalties de les artèries coronàries (CHD), tot i tenir una dieta relativament rica en greixos saturats, en contradicció aparent a la creença àmpliament propagada de que el consum alt d'aquests greixos és un factor de risc per CHD.;CA;CLINICAL;HUMAN;NONE;;
L'expedició no va necessitar vaccinar la població de Puerto Rico, atès que el vaccí va ser portat a l'illa des de la colònia danesa de Saint Thomas pel metge català Francesc Oller i Ferrer. ;CA;CLINICAL;HUMAN;NONE;;
La probabilitat de desenvolupar MPOC augmenta amb l'exposició total al fum. ;CA;CLINICAL;HUMAN;NONE;;
Personal Medical Monitoring Devices, Universitat de Maryland (anglès) ;CA;CLINICAL;HUMAN;NONE;;
Sense tractament, el risc de mort de carboncle cutani és del 24%.;CA;CLINICAL;HUMAN;NONE;;
Cada oficina regional és dirigida per un director regional (DR) que és elegit pel Comitè Regional per un període de cinc anys renovable una única vegada. ;CA;CLINICAL;HUMAN;NONE;;
A finals de febrer de 2020, l'Organització Mundial de la Salut (OMS) va dir que no esperava que estigués disponible en menys de 18 mesos.;CA;CLINICAL;HUMAN;NONE;;
Spain is experiencing a period of intense social crisis (en anglés). ;CA;CLINICAL;HUMAN;NONE;;
A desgrat d'això, l'home va ignorar la recomanació oficial i va sortir abans d'hora de l'aïllament. ;CA;CLINICAL;HUMAN;NONE;;
Fou donat d'alta el 8 de març.;CA;CLINICAL;HUMAN;NONE;;
La versió de Steam (PC, Mac i Linux) i de la consola s'anomena Plague Inc: Evolved, que inclou ajustos i afegits a la jugabilitat. ;CA;CLINICAL;HUMAN;NONE;;
Inicialment previstos el 2020, van posposar-se a 2021 arran de la Pandèmia per coronavirus de 2019-2020.;CA;CLINICAL;HUMAN;NONE;;
La prevenció de la grip porcina, té tres components: la prevenció en el bestiar porcí, la prevenció de la transmissió dels porcs als humans i la prevenció de la propagació entre els éssers humans. ;CA;CLINICAL;HUMAN;NONE;;
Aquest risc és particularment alt si algú amb aquesta deficiència també és fumador. ;CA;CLINICAL;HUMAN;NONE;;
Segons la seva dona havia tingut contactes amb un amic que havia tornat de la Xina el 21 de gener.;CA;CLINICAL;HUMAN;NONE;;
Es creia que l'interès provenia de jugadors de videojocs xinesos que intentaven trobar una manera de tractar la por que havia generat el brot. ;CA;CLINICAL;HUMAN;NONE;;
Les sis oficines regionals són: ;CA;CLINICAL;HUMAN;NONE;;
Yersinia enterocolitica i Yersinia pseudotuberculosis ;CA;CLINICAL;HUMAN;NONE;;
No cal que la patologia hagi originat ja una incapacitat. ;CA;CLINICAL;HUMAN;NONE;;
Des d'aquell moment, el govern d'Indonèsia ha trobat casos similars en aquesta regió. ;CA;CLINICAL;HUMAN;NONE;;
L'Institut de Virologia de Wuhan (WIV en les sigles en anglès, 中国科学院武汉病毒研究所 en xinès simplificat, Zhōngguó Kēxuéyuàn Wǔhàn Bìngdú Yánjiūsuǒ en pinyin) és un institut de recerca de l'Acadèmia Xinesa de les Ciències centrat en el camp de la virologia, i localitzat en el districte de Jiangxia,a Wuhan (Hubei, Xina). ;CA;CLINICAL;HUMAN;NONE;;
Lister va introduir amb èxit l'àcid carbòlic (actualment anomenat fenol) per esterilitzar els instruments quirúrgics i netejar les ferides, la qual cosa va reduir les infeccions postoperatòries i va fer que la cirurgia fos més segura per als pacients. ;CA;CLINICAL;HUMAN;NONE;;
A la dècada del 1920, es va prestar molta atenció a aquest problema.;CA;CLINICAL;HUMAN;NONE;;
El programa de vacunació sembla que va augmentar aquest risc normal de desenvolupar la GBS entorn d'un cas extra per cada 100.000 vacunacions.;CA;CLINICAL;HUMAN;NONE;;
L'endemà, un home que havia tornat a casa després d'haver anat a esquiar al nord d'Itàlia el 15 de febrer va obtenir un resultat positiu a la prova de Covid-19 al Rigshospitalet a Copenhaguen.;CA;CLINICAL;HUMAN;NONE;;
Des del novembre de 2010 hi ha hagut 14 morts confirmades com a resultat de la grip porcina a Irlanda del Nord.;CA;CLINICAL;HUMAN;NONE;;
"""L'Institut de Salut """"Carlos III"""" (ISCIII) és un organisme autònom públic espanyol."" ";CA;CLINICAL;HUMAN;NONE;;
Realització d'una investigació experimental amb olis, amb l'objectiu de trobar olis inofensius i alhora adequats com a lubricants. ;CA;CLINICAL;HUMAN;NONE;;
Són utilitzats com la font principal d'energia en el 80% de les llars a l'Índia, Xina i l'Àfrica subsahariana.;CA;CLINICAL;HUMAN;NONE;;
Els focs de cuina mal ventilats, sovint basats en carbó o combustibles de biomassa com fusta i excrements animals, incrementen la contaminació d'espais tancats i és una de les causes més comunes de MPOC en països en desenvolupament. ;CA;CLINICAL;HUMAN;NONE;;
Als Estats Units es contractaven nens negres als seus propietaris i se'ls utilitzava de la mateixa manera. ;CA;CLINICAL;HUMAN;NONE;;
Es creu que la silicosi malmet els macròfags pulmonars, dificultant la seva habilitat de matar els micobacteris. ;CA;CLINICAL;HUMAN;NONE;;
Li fou demanat de confinar-se a casa. ;CA;CLINICAL;HUMAN;NONE;;
Encara que actualment la majoria dels infectats es recupera, a persones que tenen el sistema immunitari afeblit el risc letal és superior. ;CA;CLINICAL;HUMAN;NONE;;
Posteriorment l'adolescent i la seva família van tenir proves positives al Covid-19.;CA;CLINICAL;HUMAN;NONE;;
L'agost de l'any 2010 l'Organització Mundial de la Salut va declarar que la pandèmia de la grip porcina s'havia acabat oficialment.;CA;CLINICAL;HUMAN;NONE;;
El 6 de febrer, un dels italians que havien estat repatriats de la ciutat xinesa de Wuhan va tenir resultats positius a la prova del COVID-19, apujant així el total de casos confirmat a Itàlia a tres.;CA;CLINICAL;HUMAN;NONE;;
Un important nombre d'indústries i altres fonts estan implicades, incloent-hi els alts nivells de pols de la mineria del carbó, de l'or, i la indústria tèxtil del cotó, les activitats en contacte amb el cadmi i els isocianats, i el fum de les soldadures. ;CA;CLINICAL;HUMAN;NONE;;
Fins al 29 de febrer, les anàlisis fetes assoliren un total de 274 proves.;CA;CLINICAL;HUMAN;NONE;;
Les dones que fumen durant l'embaràs poden augmentar el risc de MPOC en el seu nen. ;CA;CLINICAL;HUMAN;NONE;;
El que es va donar a conèixer el 2009 com a soques de SIV també inclou el virus de la grip C i altres subtipus de la grip A, anomenats H1N1, H1N2, H3N1, H3N2 i H2N3.;CA;CLINICAL;HUMAN;NONE;;
La companyia del país Royal Brunei Airlines va reduir els seus vols amb la Xina. ;CA;CLINICAL;HUMAN;NONE;;
Els estats membres de l'OMS envien una delegació a l'Assemblea Mundial de la Salut que és el màxim òrgan de decisió de l'organització. ;CA;CLINICAL;HUMAN;NONE;;
El 9 de març del 2020, Seychelles va anunciar un tancament provisional per als creuers anteriorment a l'arribada prevista de la competició Norwegian Spirit.;CA;CLINICAL;HUMAN;NONE;;
Al començament, es preveia que la suspensió duraria fins al 24 de febrer, però la companyia no ha indicat si els vols tornarien a funcionar.;CA;CLINICAL;HUMAN;NONE;;
A Itàlia, Bèlgica i França també s'utilitzaven nens. ;CA;CLINICAL;HUMAN;NONE;;
Al voltant de 1900, es va detectar una elevada incidència de càncer escrotal en antics filadors de Spinning mule.;CA;CLINICAL;HUMAN;NONE;;
Les seves restes es van traslladar a Budapest el 1891.;CA;CLINICAL;HUMAN;NONE;;
Entre el 50 i el 70% de les persones també presenten limfadenopaties generalitzades persistents, de causa no evident, no doloroses i de més d'un grup de ganglis limfàtics (que no sigui a l'engonal) durant més de tres a sis mesos.;CA;CLINICAL;HUMAN;NONE;;
Les mesures s'enduriren l'endemà vedant tota mena d'esdeveniment general i tancant més locals i uns quants dies després el 20 de març limitant més encara les relacions socials.;CA;CLINICAL;HUMAN;NONE;;
(c) Que es realitzi, com a mínim, cada quatre mesos. ;CA;CLINICAL;HUMAN;NONE;;
